unix,date,symbol,open,high,low,close
1693677600,02.09.23 18:00,MATIC/USD,0.53882,0.53882,0.53595,0.53667
1693674000,02.09.23 17:00,MATIC/USD,0.54036,0.54152,0.53781,0.53872
1693670400,02.09.23 16:00,MATIC/USD,0.54369,0.544,0.5399,0.54095
1693666800,02.09.23 15:00,MATIC/USD,0.54503,0.54653,0.54331,0.54331
1693663200,02.09.23 14:00,MATIC/USD,0.54405,0.54506,0.5435,0.54506
1693659600,02.09.23 13:00,MATIC/USD,0.5427,0.54479,0.5418,0.54379
1693656000,02.09.23 12:00,MATIC/USD,0.54429,0.54435,0.54332,0.54332
1693652400,02.09.23 11:00,MATIC/USD,0.54192,0.54343,0.54192,0.54343
1693648800,02.09.23 10:00,MATIC/USD,0.54289,0.54389,0.54248,0.54309
1693645200,02.09.23 09:00,MATIC/USD,0.53995,0.54302,0.53995,0.54302
1693641600,02.09.23 08:00,MATIC/USD,0.5406,0.5406,0.539,0.53931
1693638000,02.09.23 07:00,MATIC/USD,0.53998,0.53998,0.53998,0.53998
1693634400,02.09.23 06:00,MATIC/USD,0.54328,0.54328,0.54077,0.54077
1693630800,02.09.23 05:00,MATIC/USD,0.54342,0.54359,0.54321,0.54342
1693627200,02.09.23 04:00,MATIC/USD,0.54352,0.54352,0.54352,0.54352
1693623600,02.09.23 03:00,MATIC/USD,0.54312,0.54312,0.54312,0.54312
1693620000,02.09.23 02:00,MATIC/USD,0.5428,0.54336,0.54242,0.54242
1693616400,02.09.23 01:00,MATIC/USD,0.542,0.5437,0.54117,0.54237
1693612800,02.09.23 00:00,MATIC/USD,0.54077,0.542,0.54077,0.5415
1693609200,01.09.23 23:00,MATIC/USD,0.54057,0.54057,0.53952,0.54052
1693605600,01.09.23 22:00,MATIC/USD,0.5394,0.54076,0.53869,0.53948
1693602000,01.09.23 21:00,MATIC/USD,0.5412,0.5425,0.5387,0.54039
1693598400,01.09.23 20:00,MATIC/USD,0.53846,0.5447,0.53722,0.5408
1693594800,01.09.23 19:00,MATIC/USD,0.538,0.53845,0.53619,0.53777
1693591200,01.09.23 18:00,MATIC/USD,0.53446,0.54159,0.53415,0.5373
1693587600,01.09.23 17:00,MATIC/USD,0.53763,0.53793,0.53147,0.53567
1693584000,01.09.23 16:00,MATIC/USD,0.53941,0.54311,0.53842,0.53915
1693580400,01.09.23 15:00,MATIC/USD,0.53871,0.54465,0.53754,0.53997
1693576800,01.09.23 14:00,MATIC/USD,0.54637,0.54637,0.53636,0.53951
